15, -0.05556654930114746 49.21183395385742 -1.220993995666504 38.893829345703125 114.27122497558594 -13.709275245666504 130.3124542236328 91.5402603149414
16, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17, -0.7887820601463318 46.55763626098633 11.575307846069336 9.383869171142578 103.63357543945312 14.506494522094727 46.89690017700195 217.38717651367188
18, -1.4817376136779785 42.85551834106445 28.831071853637695 -0.22543664276599884 97.67415618896484 59.87430953979492 -3.204608678817749 186.90908813476562
19, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
20, -3.090108633041382 42.92094802856445 46.544097900390625 -15.24264144897461 84.59158325195312 113.51860046386719 -39.026512145996094 82.42497253417969
21, -4.033517837524414 34.23167037963867 61.76592254638672 -7.736723899841309 34.627750396728516 138.44020080566406 43.95357131958008 -44.193641662597656
22, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
23, -4.368522644042969 28.508195877075195 69.00817108154297 3.3385472297668457 -3.0400991439819336 105.9659652709961 139.64434814453125 -10.44106674194336
24, -4.773216247558594 21.974082946777344 74.60714721679688 34.2131233215332 -10.833932876586914 69.61659240722656 345.7488098144531 66.11009216308594
25, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
26, -4.718878269195557 14.716609001159668 66.51200103759766 58.14444351196289 -13.298027992248535 18.5616512298584 233.29293823242188 144.34291076660156
27, -3.9876351356506348 8.456196784973145 66.73492431640625 83.10443115234375 22.27210807800293 -44.25243377685547 139.95480346679688 220.9461669921875
28, -3.040837049484253 -0.6615307331085205 37.10576248168945 96.19815826416016 99.18871307373047 34.67556381225586 -51.17481994628906 -4.125304698944092
29, -3.4510204792022705 2.54518461227417 52.80911636352539 95.08717346191406 62.359344482421875 -24.933486938476562 -33.699947357177734 101.80049896240234
30, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
31, -1.4392155408859253 -5.209543228149414 21.47786521911621 81.3857192993164 126.00057220458984 107.22093200683594 27.137826919555664 -48.49721145629883
32, -1.0245373249053955 -7.9996018409729 6.047235488891602 51.712711334228516 100.90081787109375 152.33709716796875 98.1147232055664 26.654293060302734
33, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
34, 0.4935762882232666 -10.318265914916992 -10.378005981445312 27.647336959838867 86.71035766601562 145.3291778564453 196.2305450439453 148.60992431640625
35, 1.280286192893982 -4.519195556640625 -15.021233558654785 4.419198513031006 39.24952697753906 88.41543579101562 159.6977081298828 154.06101989746094
36, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
37, 2.9903757572174072 -5.195978164672852 -17.717817306518555 -19.1025390625 -2.5213587284088135 32.13737487792969 77.22794342041016 134.8486785888672
38, 4.7490010261535645 2.2962958812713623 -8.173669815063477 -14.652681350708008 -18.204084396362305 -37.401546478271484 21.399898529052734 43.29704284667969
39, 6.6213698387146 8.534134864807129 1.4885722398757935 -9.751578330993652 -6.931676387786865 -21.85228729248047 -35.34467315673828 -79.5605697631836
40, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
41, 8.233634948730469 14.740645408630371 17.852935791015625 21.117204666137695 16.72385025024414 9.233345985412598 23.40870475769043 44.16798782348633
42, 10.0 21.291759490966797 34.6945915222168 48.07041931152344 67.22420501708984 82.67298126220703 99.2264175415039 218.6336669921875
43, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
44, 11.732526779174805 28.28775405883789 52.074668884277344 75.96488952636719 113.11353302001953 113.54717254638672 185.40130615234375 207.9511260986328
45, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
46, 13.389521598815918 33.63877868652344 61.18803787231445 87.01004791259766 114.12680053710938 146.60537719726562 147.96153259277344 182.78256225585938
47, 14.966075897216797 39.02994155883789 64.05513763427734 105.78266906738281 125.92827606201172 115.64480590820312 85.4913101196289 46.304115295410156
48, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
49, 16.529766082763672 42.561649322509766 75.49725341796875 82.67964935302734 76.56703186035156 49.20637130737305 14.288087844848633 -8.897416114807129
50, 18.671438217163086 46.153961181640625 67.35127258300781 65.41122436523438 34.55862808227539 -20.711145401000977 -16.05666160583496 -25.706411361694336
51, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
52, 19.828227996826172 49.46566390991211 63.18157958984375 38.87944793701172 4.480157375335693 -45.82135772705078 25.45392608642578 89.1900405883789
53, 20.9995059967041 49.89006042480469 46.30961990356445 11.33475399017334 -4.515625 2.5194880962371826 90.30743408203125 201.14053344726562
54, 22.276439666748047 44.241973876953125 31.20691680908203 -13.846879959106445 -15.42248249053955 59.85801696777344 173.51805114746094 194.886962890625
55, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
56, 23.22138214111328 39.287113189697266 17.502120971679688 -15.119294166564941 16.215227127075195 102.7674331665039 190.5885467529297 84.23080444335938
57, 23.00540542602539 35.24481201171875 3.4144787788391113 -10.033897399902344 63.408687591552734 159.69580078125 107.665771484375 -23.795520782470703
58, 24.064285278320312 28.643404006958008 -5.048714637756348 4.36531925201416 91.06576538085938 106.4245834350586 32.755943298339844 17.74756622314453
59, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
60, 23.534334182739258 22.24098014831543 -6.36430549621582 35.1722297668457 103.72464752197266 73.9012451171875 -29.23342514038086 56.3502082824707
61, 23.897729873657227 14.89610767364502 -14.081692695617676 64.94255828857422 113.8562240600586 24.38504981994629 8.072465896606445 160.6282958984375
62, 23.793642044067383 7.732413291931152 -7.298115253448486 78.58181762695312 80.24494171142578 -31.134960174560547 73.53777313232422 186.02789306640625
63, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
64, 24.091379165649414 3.891730785369873 10.377470016479492 92.38673400878906 35.89051055908203 -3.5268332958221436 173.38433837890625 110.63227081298828
65, 23.015851974487305 -2.1194450855255127 23.088014602661133 93.80561828613281 -5.898617267608643 42.65212631225586 168.6988067626953 -20.04682731628418
66, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
67, 22.275117874145508 -5.586517810821533 39.321067810058594 73.60199737548828 -20.218708038330078 109.86447143554688 98.4159164428711 -26.50954818725586
68, 20.5738582611084 -8.744270324707031 54.61168670654297 53.527099609375 -13.162360191345215 147.5020294189453 23.854652404785156 47.46003723144531
69, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
70, 19.677614212036133 -6.001406669616699 62.96490478515625 25.221406936645508 24.624874114990234 146.44033813476562 -24.29545021057129 149.54261779785156
71, 18.616439819335938 -6.458705425262451 66.54169464111328 -2.1545913219451904 62.53559875488281 90.83790588378906 -5.344943046569824 196.8997344970703
72, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
73, 16.791107177734375 -3.0883758068084717 72.41864013671875 -8.202441215515137 98.31953430175781 31.877126693725586 60.821624755859375 144.51181030273438
74, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
75, 15.058348655700684 0.11404439061880112 65.00682830810547 -25.598134994506836 132.45947265625 -15.639840126037598 257.6890869140625 7.575258255004883
76, 13.574533462524414 8.073354721069336 57.9581184387207 -5.552431583404541 110.5539321899414 -3.0415258407592773 390.6835021972656 10.346723556518555
77, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
78, 11.820540428161621 14.416213035583496 40.165775299072266 20.21861457824707 80.2370376586914 17.788515090942383 269.54864501953125 5.560603141784668
79, 10.0 21.425411224365234 26.12483024597168 48.331871032714844 37.80558776855469 86.1805648803711 36.780670166015625 105.95500946044922
80, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
81, 8.280671119689941 29.109088897705078 11.063380241394043 75.83602142333984 -4.286979675292969 114.86984252929688 -38.98344421386719 149.84783935546875
82, 6.64962100982666 34.52428436279297 0.08227967470884323 85.5066909790039 -18.198270797729492 120.61302185058594 -30.058584213256836 128.653076171875
83, 4.80234956741333 38.882328033447266 -11.205991744995117 101.45726013183594 -0.8704091906547546 108.18148803710938 54.3847770690918 54.169010162353516
84, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
85, 3.181807041168213 43.1116828918457 -8.433663368225098 94.58975982666016 24.84976577758789 51.44547653198242 113.38230895996094 -41.6657829284668
86, 0.39088088274002075 48.88819885253906 3.7987122535705566 38.64488983154297 107.3774642944336 -29.768436431884766 113.2905502319336 197.9951934814453
87, 1.5256553888320923 48.2900505065918 -9.217353820800781 63.654762268066406 65.73212432861328 -22.90125274658203 200.68673706054688 14.751307487487793
88, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
89, -1.0228605270385742 45.966835021972656 14.449658393859863 16.48454475402832 127.52361297607422 -13.580978393554688 54.9600830078125 146.349853515625
90, -2.1281347274780273 44.32242965698242 28.766984939575195 -7.544897556304932 108.38174438476562 59.86143112182617 -26.91594123840332 195.4322509765625
91, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
92, -3.2014851570129395 42.86384201049805 43.70294952392578 -17.672683715820312 84.62510681152344 127.40625762939453 -42.89243698120117 82.01399993896484
93, -2.8203084468841553 36.81538009643555 59.37047576904297 -11.254213333129883 38.049747467041016 155.19747924804688 41.04339599609375 -10.00057601928711
94, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
95, -4.5727667808532715 29.320112228393555 64.9334487915039 11.035292625427246 0.1956590712070465 131.7811279296875 129.58424377441406 10.997635841369629
96, -4.416107177734375 22.24915313720703 78.35680389404297 33.54991149902344 -28.276063919067383 69.73974609375 197.25682067871094 65.61936950683594
97, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
98, -4.078242301940918 15.465592384338379 69.16407012939453 62.487060546875 -21.16166877746582 13.966935157775879 164.80368041992188 176.27684020996094
99, -3.7015268802642822 7.62004280090332 62.51325988769531 81.53781127929688 25.664194107055664 -24.86305046081543 64.17578887939453 152.36737060546875
100, -4.088113307952881 2.3840479850769043 53.14893341064453 106.19648742675781 66.16899871826172 -23.684814453125 3.433027505874634 113.3515396118164
101, -3.2270138263702393 -3.1646292209625244 36.49945068359375 96.07261657714844 107.21771240234375 39.31528091430664 -18.16896629333496 -22.51995277404785
102, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
103, -1.379338026046753 -8.75676155090332 19.790000915527344 70.65662384033203 121.20269012451172 94.77986145019531 19.884239196777344 -6.228569507598877
104, -0.6609768867492676 -9.312438011169434 5.046555042266846 53.295162200927734 117.72696685791016 124.01866912841797 97.33602905273438 44.51050567626953
105, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
106, 0.7494469881057739 -10.405271530151367 -0.4312095046043396 23.185535430908203 86.05867767333984 154.5693817138672 149.50588989257812 162.6568603515625
107, 1.5000089406967163 -4.832434177398682 -11.47668743133545 2.587462902069092 35.28228759765625 92.00100708007812 136.167724609375 185.3502197265625
108, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
109, 3.0799458026885986 -5.177826404571533 -7.7818403244018555 -17.132545471191406 -11.209043502807617 29.944456100463867 76.28324890136719 158.9961700439453
110, 4.538364887237549 3.324671506881714 -3.7324259281158447 -22.606000900268555 -22.823453903198242 -35.54869079589844 12.718424797058105 33.71003723144531
111, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
112, 6.496808052062988 8.438570976257324 6.216994285583496 -2.2770237922668457 -22.81024932861328 -21.582351684570312 -12.044645309448242 -5.070608139038086
113, 8.254624366760254 14.165509223937988 18.927703857421875 18.124408721923828 17.928359985351562 20.807262420654297 2.6469218730926514 9.708430290222168
114, 10.0 21.536325454711914 34.161582946777344 47.68468475341797 60.657527923583984 85.80819702148438 104.17160034179688 105.75992584228516
115, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
116, 11.729066848754883 27.57610321044922 47.299949645996094 80.26913452148438 109.0966796875 149.2481689453125 167.5372772216797 152.94247436523438
117, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
118, 13.528759956359863 35.04642105102539 57.769561767578125 97.26781463623047 115.16389465332031 140.38467407226562 142.8986053466797 177.2707061767578
119, 15.241047859191895 38.40959548950195 67.28561401367188 94.43748474121094 126.08153533935547 114.79374694824219 90.68489074707031 52.831871032714844
120, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
121, 16.571897506713867 45.757972717285156 78.52577209472656 90.09272003173828 83.83788299560547 51.67191696166992 6.205377578735352 2.1687774658203125
122, 18.38231658935547 49.34262466430664 64.69310760498047 66.73345184326172 33.81693649291992 -1.9731686115264893 -35.49614334106445 -34.17893600463867
123, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
124, 19.43410301208496 49.1821403503418 60.528194427490234 38.524906158447266 -2.7828705310821533 -3.0628907680511475 -4.857158184051514 87.51801300048828
125, 21.383506774902344 44.96666717529297 44.268165588378906 13.828815460205078 -29.057424545288086 -12.679539680480957 192.1898193359375 175.75015258789062
126, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
127, 21.806556701660156 46.11900329589844 31.086503982543945 -15.092082977294922 3.4291164875030518 59.90315246582031 297.2618713378906 189.37939453125
128, 22.64267921447754 41.56416702270508 16.480770111083984 -19.42633819580078 24.496850967407227 125.29132080078125 332.85906982421875 82.8824234008789
129, 23.48406219482422 34.131752014160156 0.814561665058136 -0.9447416067123413 62.165977478027344 148.40855407714844 103.64779663085938 -39.01816177368164
130, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
131, 24.344690322875977 29.588258743286133 -10.179484367370605 3.259305000305176 93.43244171142578 143.58941650390625 18.138795852661133 -33.992794036865234
132, 24.520898818969727 22.133895874023438 -16.445667266845703 34.05179977416992 112.94766998291016 70.64582824707031 -7.9173784255981445 139.04861450195312
133, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
134, 23.730918884277344 15.422860145568848 -5.275001049041748 59.64493942260742 96.55089569091797 22.04271697998047 -14.206852912902832 185.79176330566406
135, 23.40299415588379 7.227232933044434 -6.3538594245910645 76.00308227539062 80.45662689208984 -9.013239860534668 75.37042999267578 186.04965209960938
136, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
137, 23.235593795776367 0.6542902588844299 6.027373313903809 98.46961212158203 35.81179428100586 -20.60280990600586 176.0390625 117.63346099853516
138, 22.956787109375 -2.7190256118774414 23.42774200439453 87.49626922607422 -7.880158424377441 45.09987258911133 176.52047729492188 -15.561220169067383
139, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
140, 22.147907257080078 -5.479818344116211 38.77329635620117 79.06920623779297 -18.473979949951172 91.40284729003906 125.34379577636719 -2.4031431674957275
141, 20.824045181274414 -7.978232383728027 53.496612548828125 51.338069915771484 -25.95014762878418 162.68202209472656 35.13626480102539 32.27549362182617
142, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
143, 19.495594024658203 -9.930048942565918 65.72016906738281 25.82111930847168 21.019067764282227 131.18777465820312 -73.90718841552734 287.0238952636719
144, 18.011768341064453 -4.075648307800293 77.48600006103516 1.5663096904754639 64.8847885131836 94.03146362304688 -27.602039337158203 380.76983642578125
145, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
146, 16.6560001373291 -3.6140034198760986 68.43787384033203 -17.081296920776367 103.51810455322266 26.96757698059082 60.77635192871094 159.39723205566406
147, 15.048705101013184 1.1615216732025146 69.16679382324219 -19.441547393798828 102.81431579589844 2.367915630340576 117.06074523925781 27.439434051513672
148, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
149, 13.598104476928711 6.582281589508057 55.707462310791016 -10.836774826049805 121.0896224975586 -1.2780168056488037 187.08909606933594 -54.34086990356445
150, 11.840799331665039 14.781756401062012 41.56809616088867 17.464391708374023 86.22370147705078 27.26780128479004 129.21559143066406 1.984227180480957
151, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
152, 10.0 21.363819122314453 25.415159225463867 49.209083557128906 38.27449417114258 78.91645812988281 45.36838912963867 133.52992248535156
153, 8.278730392456055 28.447458267211914 8.997323036193848 80.5277328491211 -14.13693618774414 130.02996826171875 4.9590983390808105 191.3978729248047
154, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
155, 6.636364936828613 35.177001953125 -5.161130905151367 101.05537414550781 -36.17976379394531 155.99224853515625 -31.830957412719727 132.756591796875
156, 4.85059118270874 39.47716522216797 -7.348891258239746 106.0230941772461 -24.780595779418945 107.83988189697266 44.736392974853516 47.382789611816406
157, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
158, 3.2323482036590576 44.31978988647461 -13.139262199401855 92.77928161621094 20.82358169555664 48.66013717651367 113.3990707397461 -12.235344886779785
159, 1.9390251636505127 45.686492919921875 -10.411985397338867 69.13180541992188 66.59723663330078 -20.8697452545166 197.9527587890625 -33.27139663696289
160, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
161, 0.6217610239982605 46.71670150756836 -1.5003899335861206 38.842567443847656 106.13732147216797 -43.14908218383789 114.28075408935547 89.54148864746094
162, -0.7117875218391418 49.95682907104492 15.811477661132812 12.431254386901855 129.9779510498047 18.541458129882812 48.64506912231445 210.57122802734375
163, -1.5578519105911255 45.361446380615234 28.82625389099121 -1.2350248098373413 116.02352905273438 59.90467071533203 -36.59150314331055 145.71218872070312
164, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
165, -3.215428352355957 40.8502197265625 45.69758987426758 -8.472047805786133 85.45503234863281 106.01585388183594 -2.1494555473327637 82.1037826538086
166, -3.8162360191345215 34.369998931884766 55.81964111328125 -17.774871826171875 33.484622955322266 160.6304931640625 46.34700012207031 0.9253085851669312
167, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
168, -3.7631094455718994 29.7601375579834 65.45203399658203 6.231383323669434 1.2079933881759644 128.28424072265625 114.99952697753906 -52.377315521240234
169, -4.113016605377197 22.298294067382812 75.91680145263672 33.485321044921875 -35.70222854614258 69.81256103515625 176.92848205566406 67.80296325683594
170, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
171, -4.543026924133301 15.330094337463379 73.92051696777344 57.78123474121094 -17.495725631713867 22.971073150634766 126.12216186523438 194.38720703125
172, -3.8943161964416504 7.40706729888916 59.88363265991211 81.38542175292969 21.936262130737305 -23.614501953125 66.00514221191406 184.0194549560547
173, -3.331477403640747 -4.24788236618042 35.68416213989258 96.231689453125 99.72530364990234 33.80533981323242 -27.47408676147461 -10.715935707092285
174, -3.0005757808685303 3.467221736907959 53.30881881713867 88.83295440673828 64.3850326538086 8.634020805358887 -15.335248947143555 102.72004699707031
175, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
176, -1.8198025226593018 -8.290709495544434 21.741085052490234 77.10828399658203 111.92378997802734 103.25592803955078 40.0186767578125 -69.69677734375
177, -0.4241190254688263 -7.010366439819336 6.104434490203857 50.91303634643555 103.1303482055664 150.03292846679688 109.5438232421875 45.32778549194336
178, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
179, 0.057831745594739914 -9.856587409973145 -6.324172019958496 21.70475959777832 79.3740005493164 150.1998291015625 176.32931518554688 163.4649200439453
180, 1.8397117853164673 -4.602143287658691 -13.118147850036621 -6.212891578674316 35.89253234863281 82.25311279296875 177.82962036132812 230.31588745117188
181, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
182, 3.2087466716766357 -3.7629663944244385 -13.26258659362793 -20.484769821166992 -1.953062653541565 36.67536163330078 75.75763702392578 128.973388671875
183, 4.947457313537598 1.093863606452942 -2.5104825496673584 -17.580629348754883 -23.79237937927246 -25.10378646850586 -24.414533615112305 16.132944107055664
184, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
185, 6.427064418792725 6.996432304382324 1.7264611721038818 5.110996246337891 -25.170089721679688 -28.894697189331055 -46.822872161865234 -44.525909423828125
186, 8.212903022766113 14.734369277954102 17.81608009338379 24.00956153869629 23.478076934814453 30.09025001525879 1.4865827560424805 45.29349899291992
187, 11.80969524383545 27.66432762145996 47.70268630981445 75.68870544433594 112.84664154052734 123.6143569946289 187.0552520751953 431.0965270996094
188, 10.0 21.387168884277344 34.845855712890625 49.08013153076172 65.01168823242188 74.89974975585938 108.9364242553711 242.95458984375
189, 13.525894165039062 35.45315933227539 61.04988479614258 98.57545471191406 110.62556457519531 152.57550048828125 173.1568603515625 136.82484436035156
190, 15.26864242553711 42.10470962524414 71.20799255371094 105.31261444091797 113.96061706542969 116.6119384765625 192.25479125976562 46.60968780517578
191, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
192, 17.037778854370117 44.96559524536133 77.97293853759766 95.68778228759766 73.39268493652344 51.07648849487305 36.7608757019043 -29.232288360595703
193, 17.913776397705078 47.76970291137695 63.723846435546875 63.176265716552734 36.041534423828125 9.956215858459473 -75.58712005615234 -27.767440795898438
194, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
195, 20.0252628326416 50.43293380737305 56.811031341552734 38.583274841308594 4.172694206237793 -13.658731460571289 23.953317642211914 92.6311264038086
196, 21.315750122070312 48.211387634277344 48.46953582763672 12.305871963500977 -22.646303176879883 -8.182421684265137 91.26067352294922 211.42337036132812
197, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
198, 21.650419235229492 47.094669342041016 31.215564727783203 -3.527210235595703 2.768049478530884 59.90435791015625 180.1914520263672 166.06878662109375
199, 22.79758071899414 42.920467376708984 14.373287200927734 -17.2918758392334 25.95772361755371 124.31027221679688 162.58148193359375 83.96431732177734
200, 23.083580017089844 34.63823699951172 2.831511974334717 -15.868537902832031 65.32179260253906 150.82611083984375 92.3055648803711 -36.53823471069336
201, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
202, 24.560609817504883 29.323976516723633 -9.387232780456543 13.531413078308105 106.9801025390625 144.0015106201172 1.9919414520263672 -35.06111526489258
203, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
204, 24.729745864868164 22.229358673095703 -17.865251541137695 34.37987518310547 127.40431213378906 69.22654724121094 -10.981667518615723 62.24726867675781
205, 24.620588302612305 15.152669906616211 -5.765517711639404 64.24797058105469 112.58477783203125 16.899097442626953 -18.190692901611328 193.17514038085938
206, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
207, 23.221513748168945 7.873470306396484 -6.528148174285889 79.5833740234375 72.26116943359375 -1.4700233936309814 74.89020538330078 224.45542907714844
208, 23.4393310546875 2.7498297691345215 8.872159957885742 104.82533264160156 33.01604461669922 6.191258907318115 170.42864990234375 116.36615753173828
209, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
210, 22.607311248779297 -3.967664957046509 22.757095336914062 96.96630096435547 2.6302011013031006 37.220458984375 178.56407165527344 12.91486930847168
211, 22.300806045532227 -7.790750980377197 38.75057601928711 79.73069763183594 -20.80976676940918 112.4973373413086 125.7923355102539 -23.53602409362793
212, 20.394126892089844 -10.121477127075195 57.38225173950195 50.89790725708008 -5.569360256195068 143.24435424804688 29.680496215820312 53.13145065307617
213, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
214, 19.83060073852539 -6.905311584472656 62.670536041259766 25.305341720581055 16.10340690612793 116.51591491699219 2.521198034286499 140.58514404296875
215, 18.391189575195312 -7.1138715744018555 75.4023666381836 6.170461654663086 66.8801040649414 94.54816436767578 -4.5495524406433105 195.34727478027344
216, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
217, 16.95319366455078 -3.904017686843872 77.24813079833984 -3.898550033569336 96.52264404296875 37.42790985107422 64.35755920410156 141.79315185546875
218, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
219, 15.200462341308594 2.6906797885894775 66.62862396240234 -15.902718544006348 113.40607452392578 -23.718297958374023 120.48058319091797 24.218473434448242
220, 13.653938293457031 8.44129467010498 56.8215217590332 5.780844688415527 97.2373046875 -16.115127563476562 170.16062927246094 -20.952749252319336
221, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
222, 11.789966583251953 14.299872398376465 43.124996185302734 18.036535263061523 72.19403839111328 15.397899627685547 143.04470825195312 37.7042236328125
223, 10.0 21.299772262573242 25.74464988708496 48.677181243896484 34.67545700073242 77.02201080322266 36.72475051879883 130.2210235595703
224, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
225, 8.146856307983398 28.6748104095459 7.765257835388184 68.80824279785156 -9.510498046875 114.76891326904297 -49.24788284301758 146.33718872070312
226, 6.547179698944092 35.30564498901367 1.4589585065841675 88.73717498779297 -5.151510238647461 122.586669921875 -32.9747200012207 171.79000854492188
227, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
228, 4.544765949249268 39.928890228271484 -13.153775215148926 103.83641815185547 -20.312278747558594 98.74751281738281 50.21006393432617 54.003658294677734
229, 2.8752241134643555 43.15422821044922 -7.99507999420166 89.8830795288086 20.504297256469727 52.13341522216797 146.5236358642578 -20.64055061340332
230, -0.10482066124677658 50.41933059692383 -3.8718552589416504 38.75899124145508 103.48797607421875 -12.652800559997559 148.6885528564453 170.63525390625
231, 1.6888600587844849 44.680686950683594 -13.828553199768066 64.88316345214844 64.74232482910156 -6.401359558105469 182.20826721191406 15.0006742477417
232, -0.7507374286651611 45.67337417602539 13.177691459655762 14.773794174194336 121.20843505859375 -5.301071643829346 54.618412017822266 329.0270080566406
233, -1.8906688690185547 43.4420051574707 28.76301383972168 -3.1208460330963135 111.29608154296875 59.90684127807617 -10.928675651550293 188.3947296142578
234, 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
235, -2.43493914604187 42.334598541259766 43.056793212890625 -12.660571098327637 72.5628433227539 117.22432708740234 -6.557902812957764 82.3674545288086
